,age,status,sex,body_type,drinks,height,New_Pets,New_Job,New_Education,New_religion,New_sign,New_smokes,Cluster
42720,27.0,single,f,fit,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Libra,No,2
42722,37.0,single,m,athletic,rarely,177.8,Likes_Boths,Active_working,Graduate_Degree,other,Taurus,No,1
42723,20.0,single,m,average,rarely,167.64000000000001,Likes_Boths,Student,Graduate_Degree,other,Aries,No,3
42724,21.0,single,m,average,socially,177.8,Likes_Boths,Active_working,High_School,agnosticism,Gemini,Yes,3
42728,21.0,single,m,average,socially,177.8,Likes_Boths,Active_working,High_School,agnosticism,Sagittarius,Yes,3
42729,41.0,single,m,fit,socially,170.18,Likes_Boths,Active_working,High_School,other,Capricorn,No,1
42730,33.0,single,f,fit,socially,167.64000000000001,Only_Dog,Active_working,Postgraduate_degree,judaism,Libra,No,2
42733,30.0,single,m,fit,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Capricorn,No,4
42734,25.0,single,f,fit,socially,165.1,Only_Dog,Active_working,Graduate_Degree,judaism,Leo,No,2
42735,33.0,single,m,a_little_extra,socially,199.39,Only_Dog,Active_working,Postgraduate_degree,christianity,Capricorn,No,4
42737,29.0,available,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,atheism,Cancer,Yes,3
42738,25.0,seeing someone,f,a_little_extra,often,160.02,Likes_Boths,Active_working,Graduate_Degree,other,Pisces,No,2
42740,55.0,single,m,overweight,often,185.42000000000002,Only_Cat,Active_working,Postgraduate_degree,christianity,Virgo,No,1
42741,45.0,single,m,average,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,buddhism,Aquarius,No,0
42743,26.0,single,m,average,socially,170.18,Likes_Boths,Active_working,High_School,atheism,Aquarius,No,3
42744,56.0,single,f,curvy,not at all,170.18,Only_Dog,Active_working,High_School,other,Cancer,No,0
42745,22.0,single,f,curvy,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,catholicism,Libra,Yes,2
42746,35.0,single,f,fit,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Cancer,Yes,2
42751,34.0,single,m,athletic,socially,180.34,Only_Dog,Active_working,Graduate_Degree,atheism,Sagittarius,No,4
42752,26.0,single,m,fit,often,187.96,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,No,4
42753,51.0,single,f,curvy,socially,167.64000000000001,Likes_Boths,Active_working,Postgraduate_degree,christianity,Taurus,No,0
42754,33.0,single,m,fit,socially,180.34,Only_Dog,Active_working,Graduate_Degree,agnosticism,Virgo,No,3
42762,18.0,single,f,average,not at all,157.48,Only_Dog,Student,Graduate_Degree,buddhism,Taurus,No,2
42763,26.0,single,m,athletic,socially,162.56,Only_Dog,Active_working,Graduate_Degree,agnosticism,Aries,No,2
42769,32.0,single,m,a_little_extra,often,180.34,Likes_Boths,Active_working,Graduate_Degree,atheism,Aquarius,No,4
42771,37.0,unknown,m,average,socially,167.64000000000001,Likes_Boths,Active_working,High_School,buddhism,Pisces,No,3
42777,33.0,single,m,a_little_extra,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,christianity,Virgo,Yes,3
42779,20.0,single,m,thin,rarely,187.96,Likes_Boths,Student,Graduate_Degree,agnosticism,Leo,No,4
42782,18.0,single,f,fit,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Capricorn,No,3
42788,39.0,single,m,skinny,not at all,177.8,Only_Cat,Active_working,High_School,other,Aquarius,No,1
42792,32.0,single,m,average,socially,187.96,Only_Dog,Active_working,Postgraduate_degree,judaism,Leo,No,4
42796,39.0,single,m,fit,socially,175.26,Only_Cat,Active_working,Postgraduate_degree,agnosticism,Sagittarius,No,1
42801,38.0,single,m,fit,socially,185.42000000000002,Likes_Boths,Student,Postgraduate_degree,other,Libra,No,1
42806,38.0,single,m,fit,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,other,Aquarius,No,1
42807,25.0,single,m,fit,often,190.5,Only_Dog,Active_working,Graduate_Degree,agnosticism,Scorpio,No,4
42808,32.0,single,f,curvy,socially,160.02,Likes_Boths,Active_working,Postgraduate_degree,catholicism,Cancer,Yes,2
42809,26.0,single,m,athletic,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,atheism,Gemini,No,4
42811,50.0,single,f,average,rarely,160.02,Likes_Boths,Active_working,Postgraduate_degree,other,Pisces,No,0
42812,26.0,single,f,average,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,christianity,Sagittarius,Yes,2
42818,41.0,single,f,a_little_extra,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,other,Capricorn,No,0
42819,33.0,available,f,athletic,rarely,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,2
42823,28.0,single,f,rather_not_say,socially,160.02,Only_Dog,Active_working,Graduate_Degree,other,Aquarius,No,2
42825,22.0,single,m,average,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,other,Virgo,Yes,4
42826,28.0,single,m,thin,rarely,170.18,Only_Dog,Student,Postgraduate_degree,agnosticism,Aries,No,3
42830,31.0,single,f,average,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Virgo,Yes,2
42833,53.0,seeing someone,f,a_little_extra,rarely,162.56,Likes_Boths,Active_working,Graduate_Degree,other,Pisces,No,0
42836,52.0,single,f,curvy,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Leo,No,0
42838,37.0,single,f,skinny,socially,162.56,Likes_Boths,Active_working,Postgraduate_degree,buddhism,Aquarius,No,2
42839,20.0,available,f,thin,not at all,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,atheism,Libra,No,2
42840,24.0,single,f,curvy,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,No,2
42843,47.0,single,f,thin,socially,175.26,Only_Dog,Active_working,High_School,christianity,Leo,No,0
42845,22.0,single,f,full_figured,very often,172.72,Likes_Boths,Student,Postgraduate_degree,atheism,Sagittarius,Yes,3
42846,29.0,single,f,fit,rarely,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Sagittarius,No,4
42854,38.0,single,f,thin,socially,162.56,Only_Dog,Active_working,Graduate_Degree,agnosticism,Gemini,No,2
42855,49.0,single,f,average,socially,172.72,Only_Dog,Active_working,High_School,catholicism,Capricorn,No,0
42858,60.0,single,f,thin,socially,160.02,Only_Dog,Active_working,High_School,agnosticism,Scorpio,No,0
42860,22.0,single,m,athletic,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,other,Virgo,No,3
42861,34.0,single,f,thin,socially,160.02,Only_Dog,Active_working,Graduate_Degree,agnosticism,Libra,No,2
42870,19.0,single,f,curvy,socially,154.94,Only_Dog,Student,Graduate_Degree,christianity,Gemini,No,2
42872,20.0,single,m,fit,socially,182.88,Likes_Boths,Student,Graduate_Degree,atheism,Sagittarius,Yes,4
42873,34.0,available,m,fit,often,180.34,Only_Cat,Active_working,Postgraduate_degree,atheism,Cancer,No,4
42875,27.0,single,m,skinny,rarely,175.26,Likes_Boths,Active_working,Graduate_Degree,atheism,Taurus,Yes,3
42877,32.0,single,m,athletic,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,other,Aries,No,4
42880,23.0,single,m,thin,often,182.88,Likes_Boths,Active_working,High_School,atheism,Aquarius,Yes,4
42881,23.0,single,m,average,often,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,Yes,3
42883,55.0,single,f,curvy,socially,157.48,Only_Dog,Active_working,Postgraduate_degree,buddhism,Sagittarius,No,0
42885,67.0,single,f,average,not at all,162.56,Only_Cat,Active_working,Postgraduate_degree,other,Scorpio,No,0
42888,47.0,single,m,a_little_extra,rarely,172.72,Only_Cat,Active_working,High_School,atheism,Pisces,No,1
42898,27.0,single,m,athletic,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,judaism,Leo,No,3
42900,34.0,single,f,fit,socially,162.56,Likes_Boths,Active_working,Postgraduate_degree,christianity,Aries,No,2
42904,39.0,single,f,average,rarely,152.4,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aries,No,2
42907,40.0,single,m,athletic,socially,185.42000000000002,Only_Dog,Active_working,Postgraduate_degree,other,Pisces,No,1
42909,25.0,single,m,athletic,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,atheism,Scorpio,No,3
42910,20.0,single,m,average,rarely,182.88,Only_Dog,Active_working,Graduate_Degree,catholicism,Pisces,Yes,4
42911,29.0,single,m,average,socially,190.5,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Virgo,No,4
42913,40.0,single,f,athletic,not at all,175.26,Only_Dog,Active_working,Graduate_Degree,agnosticism,Pisces,No,1
42916,34.0,single,m,fit,socially,180.34,Only_Dog,Active_working,Graduate_Degree,agnosticism,Taurus,No,3
42919,20.0,single,f,average,often,154.94,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Pisces,Yes,2
42928,30.0,single,f,fit,socially,165.1,Only_Dog,Active_working,Postgraduate_degree,christianity,Leo,No,2
42929,51.0,single,m,average,rarely,175.26,Likes_Boths,Active_working,High_School,buddhism,Sagittarius,No,1
42934,30.0,single,f,average,socially,160.02,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Virgo,No,2
42938,27.0,single,m,thin,rarely,172.72,Likes_Boths,Student,Graduate_Degree,catholicism,Taurus,No,3
42939,22.0,single,m,a_little_extra,socially,170.18,Likes_Boths,Active_working,High_School,christianity,Cancer,Yes,3
42943,37.0,single,f,athletic,rarely,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,catholicism,Libra,No,2
42947,23.0,single,m,athletic,socially,180.34,Only_Dog,Active_working,Graduate_Degree,christianity,Aries,Yes,4
42949,54.0,single,m,average,rarely,177.8,Only_Dog,Active_working,Postgraduate_degree,other,Sagittarius,No,1
42951,39.0,available,f,fit,socially,162.56,Only_Dog,Student,Postgraduate_degree,atheism,Scorpio,No,2
42955,40.0,single,m,fit,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,christianity,Capricorn,No,1
42956,40.0,single,m,athletic,not at all,182.88,Only_Dog,Active_working,Graduate_Degree,other,Capricorn,Yes,1
42959,23.0,single,m,average,socially,187.96,Only_Dog,Active_working,Graduate_Degree,agnosticism,Cancer,No,4
42960,49.0,single,f,fit,not at all,157.48,Likes_Boths,Active_working,Postgraduate_degree,other,Leo,No,0
42965,45.0,single,m,athletic,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,catholicism,Scorpio,Yes,0
42970,25.0,single,f,full_figured,rarely,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,atheism,Aquarius,Yes,2
42971,62.0,single,m,average,rarely,170.18,Likes_Boths,Active_working,Graduate_Degree,other,Taurus,No,0
42972,31.0,single,m,fit,socially,180.34,Only_Cat,Active_working,Graduate_Degree,christianity,Libra,No,4
42973,60.0,single,f,fit,often,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,No,0
42975,32.0,single,m,a_little_extra,often,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,Yes,4
42977,26.0,single,m,athletic,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,agnosticism,Libra,No,4
42981,26.0,single,m,a_little_extra,socially,172.72,Likes_Boths,Active_working,High_School,agnosticism,Leo,Yes,3
42985,27.0,single,f,fit,socially,172.72,Likes_Boths,Student,Graduate_Degree,other,Aquarius,Yes,3
42989,35.0,single,f,athletic,socially,165.1,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Scorpio,No,2
42991,28.0,single,m,average,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,catholicism,Cancer,No,4
42993,27.0,single,f,fit,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,2
42994,31.0,single,m,fit,socially,182.88,Only_Dog,Active_working,Graduate_Degree,judaism,Sagittarius,No,4
42995,24.0,single,m,athletic,socially,172.72,Only_Dog,Active_working,Graduate_Degree,christianity,Libra,No,3
42999,46.0,single,m,athletic,not at all,175.26,Likes_Boths,Active_working,Graduate_Degree,buddhism,Aries,No,1
43001,27.0,single,m,athletic,socially,172.72,Only_Dog,Active_working,Graduate_Degree,christianity,Taurus,No,3
43002,26.0,single,m,jacked,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Capricorn,Yes,3
43003,28.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,catholicism,Pisces,No,4
43005,22.0,single,m,average,socially,162.56,Only_Dog,Active_working,Graduate_Degree,other,Leo,No,2
43007,23.0,single,m,athletic,not at all,180.34,Likes_Boths,Active_working,Graduate_Degree,buddhism,Pisces,Yes,4
43008,26.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,other,Scorpio,No,4
43012,29.0,single,f,average,socially,165.1,Only_Dog,Active_working,Postgraduate_degree,judaism,Aquarius,No,2
43013,26.0,single,m,average,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,No,4
43015,33.0,single,f,athletic,socially,165.1,Only_Dog,Active_working,Postgraduate_degree,catholicism,Capricorn,No,2
43016,23.0,single,m,athletic,socially,187.96,Only_Dog,Active_working,Graduate_Degree,judaism,Cancer,No,4
43017,26.0,single,m,curvy,socially,182.88,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Gemini,No,4
43022,40.0,single,m,average,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,other,Cancer,Yes,1
43027,44.0,single,m,thin,socially,187.96,Only_Dog,Active_working,Graduate_Degree,other,Aries,No,1
43031,30.0,single,m,fit,socially,172.72,Likes_Boths,Active_working,Postgraduate_degree,atheism,Libra,Yes,3
43032,22.0,single,m,athletic,not at all,180.34,Likes_Boths,Student,Graduate_Degree,christianity,Gemini,No,4
43033,24.0,single,m,athletic,often,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,catholicism,Capricorn,Yes,4
43037,41.0,single,m,athletic,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Cancer,No,1
43038,25.0,single,f,thin,socially,162.56,Only_Dog,Active_working,Graduate_Degree,catholicism,Virgo,No,2
43040,34.0,available,m,a_little_extra,socially,175.26,Only_Cat,Active_working,Graduate_Degree,agnosticism,Capricorn,No,3
43041,47.0,single,m,a_little_extra,socially,187.96,Only_Dog,Active_working,Postgraduate_degree,atheism,Libra,No,1
43042,25.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,catholicism,Cancer,No,4
43043,29.0,single,m,athletic,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,buddhism,Leo,Yes,4
43045,32.0,available,m,athletic,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,atheism,Aries,No,4
43054,35.0,single,m,athletic,socially,180.34,Only_Dog,Active_working,Graduate_Degree,judaism,Virgo,No,4
43056,65.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,judaism,Scorpio,No,1
43058,33.0,single,f,average,socially,172.72,Only_Dog,Active_working,Graduate_Degree,atheism,Cancer,No,3
43064,22.0,single,f,overweight,desperately,160.02,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Sagittarius,Yes,2
43070,31.0,single,f,average,often,162.56,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Capricorn,No,2
43073,28.0,single,m,average,socially,185.42000000000002,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Gemini,No,4
43076,32.0,single,m,average,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,christianity,Sagittarius,Yes,4
43080,41.0,available,m,fit,rarely,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Leo,No,1
43082,25.0,single,m,athletic,socially,182.88,Only_Dog,Active_working,Graduate_Degree,catholicism,Sagittarius,No,4
43085,23.0,single,m,skinny,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,other,Leo,No,4
43086,26.0,single,m,thin,socially,180.34,Likes_Boths,Student,Postgraduate_degree,other,Aquarius,Yes,4
43088,45.0,single,f,a_little_extra,socially,167.64000000000001,Likes_Boths,Active_working,High_School,other,Leo,No,0
43089,29.0,single,m,skinny,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,atheism,Scorpio,No,3
43092,24.0,single,m,fit,socially,187.96,Only_Dog,Active_working,Graduate_Degree,christianity,Taurus,No,4
43096,25.0,single,f,fit,socially,170.18,Only_Dog,Active_working,Graduate_Degree,agnosticism,Aquarius,No,2
43098,48.0,single,f,curvy,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aquarius,No,0
43100,26.0,single,f,thin,socially,157.48,Only_Dog,Active_working,Graduate_Degree,christianity,Gemini,Yes,2
43101,27.0,single,m,average,socially,187.96,Only_Dog,Active_working,Graduate_Degree,christianity,Capricorn,Yes,4
43102,25.0,single,f,a_little_extra,socially,170.18,Only_Dog,Active_working,Graduate_Degree,agnosticism,Leo,Yes,2
43103,35.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,other,Cancer,No,3
43108,27.0,seeing someone,f,average,socially,160.02,Likes_Boths,Student,Postgraduate_degree,atheism,Gemini,No,2
43110,32.0,single,m,fit,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Libra,No,3
43115,27.0,single,m,fit,socially,182.88,Only_Dog,Active_working,Graduate_Degree,other,Sagittarius,No,4
43119,35.0,single,m,average,rarely,172.72,Likes_Boths,Active_working,Graduate_Degree,christianity,Pisces,No,3
43121,35.0,single,m,average,often,187.96,Likes_Boths,Active_working,High_School,agnosticism,Capricorn,No,4
43122,24.0,single,m,fit,socially,185.42000000000002,Likes_Boths,Student,Postgraduate_degree,christianity,Cancer,No,4
43129,36.0,single,m,fit,socially,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,christianity,Leo,Yes,4
43131,33.0,single,f,curvy,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Capricorn,No,2
43134,21.0,single,m,average,rarely,180.34,Likes_Boths,Student,Graduate_Degree,other,Virgo,No,3
43139,31.0,single,m,athletic,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,other,Pisces,Yes,4
43141,67.0,single,f,thin,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,christianity,Gemini,No,0
43142,23.0,single,f,athletic,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Leo,No,3
43145,27.0,single,f,average,socially,172.72,Only_Dog,Active_working,Graduate_Degree,agnosticism,Cancer,No,3
43155,25.0,single,f,full_figured,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,catholicism,Sagittarius,No,2
43156,26.0,single,f,average,socially,165.1,Only_Dog,Active_working,Graduate_Degree,christianity,Virgo,No,2
43159,41.0,single,f,curvy,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,other,Capricorn,No,0
43160,18.0,single,f,athletic,socially,157.48,Only_Dog,Student,Graduate_Degree,christianity,Virgo,Yes,2
43162,21.0,single,f,athletic,socially,167.64000000000001,Likes_Boths,Student,Graduate_Degree,agnosticism,Aries,No,2
43164,31.0,single,m,fit,socially,180.34,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Scorpio,Yes,3
43166,36.0,single,f,curvy,socially,157.48,Only_Dog,Active_working,Postgraduate_degree,buddhism,Aquarius,No,2
43167,25.0,single,m,average,socially,182.88,Likes_Boths,Student,Graduate_Degree,catholicism,Virgo,No,4
43170,22.0,single,f,curvy,socially,165.1,Likes_Boths,Student,Graduate_Degree,other,Leo,Yes,2
43171,45.0,single,f,curvy,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Capricorn,No,0
43173,33.0,single,f,rather_not_say,socially,170.18,Only_Cat,Active_working,High_School,catholicism,Virgo,Yes,2
43174,62.0,single,f,thin,socially,160.02,Only_Dog,Active_working,Graduate_Degree,judaism,Taurus,No,0
43177,29.0,single,f,thin,socially,154.94,Likes_Boths,Active_working,Graduate_Degree,other,Aquarius,Yes,2
43179,28.0,single,m,a_little_extra,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,other,Cancer,Yes,3
43182,35.0,single,f,fit,socially,157.48,Only_Dog,Active_working,Postgraduate_degree,buddhism,Scorpio,No,2
43186,33.0,single,f,average,not at all,162.56,Likes_Boths,Active_working,Graduate_Degree,christianity,Cancer,No,2
43189,32.0,single,f,average,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,2
43191,28.0,single,f,a_little_extra,rarely,160.02,Likes_Boths,Active_working,Postgraduate_degree,other,Libra,No,2
43196,32.0,single,m,a_little_extra,socially,154.94,Only_Dog,Active_working,Graduate_Degree,agnosticism,Gemini,No,2
43199,25.0,single,f,full_figured,socially,170.18,Only_Dog,Student,Postgraduate_degree,atheism,Virgo,No,2
43201,33.0,seeing someone,f,average,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,christianity,Capricorn,No,2
43203,31.0,single,f,average,rarely,162.56,Likes_Boths,Active_working,Graduate_Degree,atheism,Leo,Yes,2
43210,38.0,available,m,athletic,very often,175.26,Only_Dog,Active_working,High_School,other,Taurus,No,1
43211,32.0,single,m,fit,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Aquarius,No,4
43214,38.0,single,m,a_little_extra,socially,180.34,Only_Dog,Active_working,Graduate_Degree,agnosticism,Libra,No,1
43219,57.0,single,m,average,not at all,170.18,Likes_Boths,Active_working,Graduate_Degree,catholicism,Capricorn,No,0
43225,39.0,single,m,fit,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,catholicism,Pisces,No,1
43226,41.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Aries,No,1
43228,29.0,single,m,athletic,socially,187.96,Only_Dog,Active_working,Graduate_Degree,buddhism,Sagittarius,No,4
43229,28.0,single,m,thin,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,catholicism,Sagittarius,No,4
43231,62.0,single,f,fit,socially,160.02,Likes_Boths,Active_working,Postgraduate_degree,other,Gemini,No,0
43232,28.0,single,m,a_little_extra,often,190.5,Only_Dog,Active_working,Postgraduate_degree,catholicism,Pisces,No,4
43236,28.0,single,m,athletic,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,christianity,Aries,No,3
43237,19.0,available,m,fit,socially,172.72,Only_Dog,Active_working,Graduate_Degree,catholicism,Scorpio,Yes,3
43241,26.0,available,m,fit,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,other,Aquarius,No,4
43242,28.0,single,m,curvy,often,187.96,Likes_Boths,Active_working,Graduate_Degree,christianity,Virgo,No,4
43245,23.0,single,m,full_figured,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,other,Leo,Yes,4
43246,43.0,single,m,fit,rarely,177.8,Only_Dog,Active_working,Graduate_Degree,buddhism,Virgo,No,1
43247,39.0,single,m,fit,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,atheism,Pisces,No,1
43248,30.0,single,f,curvy,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,buddhism,Gemini,No,2
43250,28.0,single,f,curvy,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,christianity,Virgo,Yes,2
43252,29.0,single,m,average,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,catholicism,Pisces,No,3
43254,33.0,single,m,fit,rarely,177.8,Only_Dog,Active_working,Postgraduate_degree,atheism,Aries,No,4
43255,47.0,single,m,average,rarely,172.72,Only_Dog,Active_working,Postgraduate_degree,judaism,Leo,No,0
43261,19.0,single,m,fit,socially,175.26,Only_Dog,Student,High_School,christianity,Gemini,No,3
43263,26.0,single,m,athletic,socially,180.34,Only_Dog,Active_working,Graduate_Degree,catholicism,Leo,No,4
43264,30.0,single,f,curvy,socially,162.56,Only_Dog,Active_working,Graduate_Degree,catholicism,Aquarius,No,2
43265,37.0,single,m,average,socially,172.72,Only_Cat,Active_working,Postgraduate_degree,christianity,Cancer,No,3
43266,51.0,single,m,curvy,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,other,Libra,No,1
43270,37.0,single,m,thin,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,christianity,Sagittarius,No,3
43274,46.0,single,m,athletic,socially,172.72,Only_Cat,Active_working,Graduate_Degree,catholicism,Aries,No,1
43277,30.0,single,m,a_little_extra,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,catholicism,Aries,No,2
43278,44.0,single,m,a_little_extra,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,christianity,Cancer,No,0
43280,42.0,single,m,fit,often,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,Yes,1
43281,18.0,single,m,rather_not_say,not at all,185.42000000000002,Likes_Boths,Active_working,High_School,catholicism,Leo,Yes,4
43282,28.0,single,f,curvy,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Sagittarius,No,2
43283,30.0,single,m,athletic,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,buddhism,Sagittarius,Yes,3
43284,25.0,single,f,average,socially,160.02,Only_Dog,Student,Postgraduate_degree,catholicism,Aquarius,No,2
43289,42.0,single,m,athletic,socially,187.96,Only_Dog,Active_working,Graduate_Degree,christianity,Leo,No,1
43295,30.0,single,m,average,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,Yes,3
43296,29.0,single,m,a_little_extra,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,Yes,2
43302,38.0,single,m,average,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,No,3
43303,30.0,single,m,fit,socially,180.34,Only_Dog,Active_working,Postgraduate_degree,other,Scorpio,No,3
43306,23.0,single,f,curvy,often,172.72,Only_Dog,Active_working,Graduate_Degree,catholicism,Virgo,Yes,3
43311,30.0,single,m,fit,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,catholicism,Capricorn,No,2
43314,22.0,single,m,a_little_extra,socially,182.88,Only_Dog,Active_working,Dropped_out_of_High_School,catholicism,Virgo,Yes,4
43315,55.0,single,m,athletic,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,No,1
43316,34.0,single,m,fit,socially,187.96,Likes_Boths,Active_working,High_School,catholicism,Cancer,No,4
43322,26.0,single,m,a_little_extra,socially,180.34,Only_Cat,Retired,Graduate_Degree,buddhism,Pisces,Yes,4
43324,29.0,single,m,thin,socially,190.5,Only_Dog,Active_working,High_School,other,Sagittarius,No,4
43325,27.0,single,f,average,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,catholicism,Aquarius,No,2
43327,33.0,single,m,fit,socially,180.34,Only_Dog,Active_working,Graduate_Degree,agnosticism,Scorpio,No,3
43329,35.0,single,m,average,socially,172.72,Only_Dog,Active_working,Postgraduate_degree,catholicism,Pisces,No,3
43330,34.0,single,f,curvy,socially,154.94,Likes_Boths,Active_working,Postgraduate_degree,judaism,Scorpio,No,2
43331,24.0,single,m,fit,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,atheism,Aries,Yes,4
43332,30.0,single,m,fit,often,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,other,Aries,Yes,4
43333,32.0,single,m,average,socially,187.96,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Pisces,Yes,4
43334,23.0,single,m,average,socially,180.34,Only_Cat,Active_working,Graduate_Degree,atheism,Cancer,No,4
43335,33.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Capricorn,Yes,4
